Label,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7
4,0.08335402607917786,0.17057257890701294,0.1128966361284256,0.1167888268828392,0.45286285877227783,0.010050727985799313,1.8651559003046714e-05,0.0534556582570076
2,0.13627506792545319,0.004330795258283615,0.3215656280517578,0.015670297667384148,0.07363613694906235,0.007964749820530415,4.8082372813951224e-05,0.44050928950309753
1,0.06838002055883408,0.9092918038368225,2.626582272569067e-06,1.674881423241459e-05,0.02218538522720337,0.00011889170855283737,3.0397027330764104e-06,1.4906985370544135e-06
4,0.04961051419377327,0.07563125342130661,0.009750602766871452,0.04318166524171829,0.814653754234314,0.0007339519215747714,1.392631247654208e-06,0.006436763796955347
4,0.015808936208486557,0.010119476355612278,0.8841528296470642,0.0292800422757864,0.014972198754549026,0.004271624144166708,0.0004409992543514818,0.04095393791794777
1,0.05648523196578026,0.9364768266677856,6.008009222568944e-05,2.0983166905352846e-05,0.006561866030097008,0.0003491911629680544,3.9460526750190184e-05,6.3307284108304884e-06
2,0.02689562551677227,0.557219386100769,0.29114335775375366,0.0016993079334497452,0.05221269652247429,0.022388020530343056,0.04790598154067993,0.0005356618203222752
0,0.17804016172885895,0.716397762298584,0.00047443161020055413,0.00011710332910297439,0.1049157977104187,1.8139542589779012e-05,1.723645800666418e-05,1.9350109141669236e-05
1,0.05822792649269104,0.9304059743881226,1.4647964690084336e-06,9.903697900881525e-06,0.011340864934027195,1.1924285900022369e-05,1.4512602319882717e-06,4.1322903143736767e-07
1,0.13829579949378967,0.8508656024932861,1.2968074543096009e-06,0.0004793727130163461,0.010327585972845554,4.068697307957336e-06,4.161431021998396e-08,2.6268693545716815e-05
2,0.004595152102410793,0.016080671921372414,0.8157216906547546,0.026541467756032944,0.029122991487383842,0.044085726141929626,0.0003359706897754222,0.06351634114980698
2,0.03377462178468704,0.1672961413860321,0.6928070783615112,0.007280153688043356,0.09665831178426743,0.00041278477874584496,0.000458506285212934,0.0013123854296281934
1,0.18392951786518097,0.778422474861145,0.008601777255535126,0.00038329215021803975,0.023331740871071815,0.0027196300216019154,0.0025120750069618225,9.954882261808962e-05
7,0.00421038968488574,0.0022700682748109102,0.755134105682373,0.14016665518283844,0.01982603408396244,0.005302710458636284,3.559164542821236e-05,0.0730544701218605
2,0.48312562704086304,0.03266843408346176,0.40748751163482666,0.0007663613650947809,0.07063233852386475,0.0004118121578358114,0.001080977264791727,0.00382692227140069
1,0.02384377457201481,0.017093027010560036,0.7773256301879883,0.044191282242536545,0.02056862600147724,0.07085409760475159,0.004110097419470549,0.042013440281152725
1,0.3429798483848572,0.6370302438735962,3.4032368034786487e-07,4.5238160964800045e-05,0.01993773691356182,4.988368800695753e-06,1.3558822331560805e-07,1.4320156651592697e-06
4,0.20116251707077026,0.5389314293861389,0.0008010290330275893,0.00010531013685977086,0.25761693716049194,0.0011545707238838077,0.00021045973699074239,1.7783735529519618e-05
1,0.003716804785653949,0.02426694519817829,0.598524808883667,0.010066780261695385,0.009774278849363327,0.23125100135803223,0.11362630128860474,0.008773107081651688
1,0.0956510603427887,0.8314904570579529,0.0007596209179610014,0.000451720756245777,0.07158831506967545,2.6538747988524847e-05,2.0095094441785477e-06,3.0180110115907155e-05
1,4.8046156734926626e-05,0.9984480142593384,2.166410240533878e-06,1.9743624761758838e-06,0.00048687277012504637,0.0010099991923198104,2.617968675622251e-06,2.562253484938992e-07
4,0.4775903522968292,0.1368880420923233,0.09174955636262894,0.005662434734404087,0.28094378113746643,0.0012835059314966202,0.00029850646387785673,0.0055838520638644695
4,0.08687827736139297,0.853867769241333,0.0008288958924822509,0.000415986985899508,0.05436849221587181,0.0034186397679150105,1.4894549167365767e-05,0.00020698616572190076
1,0.055919405072927475,0.7587196826934814,0.0016168607398867607,0.025796571746468544,0.13894957304000854,0.01261841505765915,7.364847533608554e-06,0.0063720219768583775
1,0.00010047786781797186,0.9983772039413452,1.8908630181613262e-06,5.293081812851597e-06,0.0014411986339837313,7.32558110030368e-05,5.048657314432603e-08,5.500385213963455e-07
1,0.09220032393932343,0.8899343013763428,0.0004774781409651041,0.0002714289876166731,0.016809776425361633,0.0001358090667054057,0.0001471274736104533,2.3748681996949017e-05
1,0.11306196451187134,0.8759390115737915,0.00015923133469186723,0.0003872944798786193,0.010111634619534016,0.00028529184055514634,4.593011453835061e-06,5.0934075261466205e-05
0,0.2613414227962494,0.7345438003540039,7.12558474447178e-08,0.0005592819070443511,0.0035305728670209646,1.7044802007148974e-05,4.5934161363447856e-08,7.705006282776594e-06
1,0.09496498852968216,0.6531334519386292,0.04639780521392822,0.003043847857043147,0.19962294399738312,0.0017748934915289283,3.843181548290886e-05,0.0010236523812636733
1,0.1092158630490303,0.7043045163154602,0.05303357541561127,0.0028350832872092724,0.12708456814289093,0.001390304765664041,0.0010587185388430953,0.0010773560497909784
7,0.7548408508300781,0.0705975741147995,0.022679442539811134,0.019139345735311508,0.021550843492150307,0.0006256734486669302,1.2638978660106659e-05,0.11055370420217514
2,0.08302316814661026,0.13228292763233185,0.7119137644767761,0.0005086039891466498,0.07083085924386978,0.00016374037659261376,0.0009826569585129619,0.0002942520077340305
5,0.06552266329526901,0.2217247039079666,0.20818983018398285,0.05476713553071022,0.19230131804943085,0.12929165363311768,0.00010790324449772015,0.12809480726718903
0,0.1538022756576538,0.19979022443294525,0.15534640848636627,0.07983392477035522,0.17087741196155548,0.002377287019044161,3.937164365197532e-06,0.23796848952770233
0,0.20319759845733643,0.7878105044364929,2.0615037499283062e-07,0.00017733682761900127,0.008810660801827908,1.265920673176879e-06,6.524232532001406e-08,2.343484084121883e-06
1,0.05008924752473831,0.8740507960319519,0.01326943188905716,0.0009545920183882117,0.06117698922753334,0.0002487358869984746,4.8741498176241294e-05,0.0001614948851056397
1,0.0030600312165915966,0.996327817440033,1.2426997955117258e-06,4.684587224801362e-07,0.0005840194062329829,2.2537040422321297e-05,3.7254637845762772e-06,1.0657424809323857e-07
2,0.2552212178707123,0.6032103300094604,0.030946677550673485,0.01157590001821518,0.09618739783763885,4.795837594429031e-05,2.3821501144993817e-06,0.0028082169592380524
0,0.9249514937400818,0.0027816607616841793,0.019281163811683655,3.933443076675758e-05,0.05261873081326485,6.22377092440729e-06,9.215013051289134e-06,0.0003122220223303884
2,0.007872086949646473,0.0025977217592298985,0.5980440974235535,0.21537017822265625,0.007330646272748709,0.043721042573451996,0.007102741859853268,0.11796150356531143
4,0.00820995308458805,0.003801703453063965,0.6681452989578247,0.18644365668296814,0.011708641424775124,0.02950453944504261,0.0042410907335579395,0.0879451334476471
0,0.2587434649467468,0.6163851022720337,0.002088538371026516,0.007600713521242142,0.11370933800935745,0.0002830077719409019,5.818311547045596e-05,0.0011316613527014852
3,0.2387675642967224,0.19651900231838226,0.029072783887386322,0.0210792887955904,0.5071867108345032,0.000563235254958272,1.2679073734034318e-05,0.006798743270337582
6,0.0030360673554241657,0.006532393861562014,0.010992726311087608,2.3058257738739485e-06,0.0011659376323223114,0.0007388986996375024,0.9775305390357971,1.1674184179355507e-06
1,0.0003985706134699285,0.996020495891571,1.1982292562606744e-06,5.839498044224456e-05,0.0034360443241894245,8.257377339759842e-05,2.682287814081974e-08,2.784713160508545e-06
7,0.03685092180967331,0.012532264925539494,0.41667625308036804,0.28815653920173645,0.041386883705854416,0.011828050017356873,0.0003451912198215723,0.19222384691238403
5,0.30224087834358215,0.6423295140266418,0.0019231167389079928,0.009586014784872532,0.024308674037456512,0.01377109345048666,7.213203207356855e-05,0.005768499802798033
0,0.1765189915895462,0.12987081706523895,0.4485229551792145,0.07692734897136688,0.13509880006313324,0.0011185251642018557,6.177178875077516e-05,0.03188079223036766
3,0.13886529207229614,0.2223452925682068,0.0017733570421114564,0.29397812485694885,0.33662161231040955,0.00012030477228108793,5.389664536892269e-08,0.006296024192124605
1,0.12578967213630676,0.7804419994354248,0.0008015332859940827,0.0004103161336388439,0.09144330769777298,0.000912788906134665,5.5521566537208855e-05,0.0001449420233257115
1,6.348030001390725e-05,0.9997870326042175,4.461085723050928e-08,2.914961498845514e-07,7.891230779932812e-05,6.967798981349915e-05,4.719178434697824e-07,1.5537574782342745e-08
1,0.12853117287158966,0.42799583077430725,3.3121015263759546e-08,0.0010550033766776323,0.44240573048591614,5.717022304452257e-06,8.43645153736361e-11,6.487521204689983e-06
1,0.025958143174648285,0.9362402558326721,0.014534172601997852,0.00013473503349814564,0.01794496364891529,0.0016830343520268798,0.003463160712271929,4.147063009440899e-05
3,0.029187610372900963,0.054786317050457,0.07220930606126785,0.3042721450328827,0.505445659160614,0.005130391102284193,2.9204278689576313e-05,0.028939351439476013
0,0.2563048005104065,0.2851075530052185,0.007440323010087013,0.15672516822814941,0.2721036374568939,0.002202106872573495,1.9968794731539674e-05,0.020096423104405403
1,9.549322567181662e-05,0.9566742777824402,1.4611771348427283e-07,1.1558752703422215e-05,0.043031707406044006,0.00018655307940207422,3.0762357994262857e-08,1.340554689477358e-07
1,0.1370718628168106,0.8525778651237488,3.338987517054193e-05,9.096465510083362e-05,0.009701919741928577,0.0003823974111583084,1.6912994169615558e-06,0.00013990937441121787
1,0.06372297555208206,0.9147666692733765,5.669727215718012e-06,0.00016944337403401732,0.021140141412615776,0.0001750591618474573,1.577375599026709e-07,1.9841219909721985e-05
0,0.2582158148288727,0.023230424150824547,0.5040615797042847,0.03799312934279442,0.0980701595544815,0.00502442754805088,0.0021918751299381256,0.07121258974075317
2,0.09094935655593872,0.06704037636518478,0.010919297114014626,0.1167154386639595,0.7078640460968018,0.00013358723663259298,6.333746114250971e-07,0.00637718616053462
4,0.13500536978244781,0.16764627397060394,0.18667401373386383,0.10017850250005722,0.3976539969444275,0.0034366638865321875,0.0009428972844034433,0.008462266065180302
1,0.13345810770988464,0.48928195238113403,0.17737966775894165,0.0001833772548707202,0.1233987957239151,0.0029767779633402824,0.07321760803461075,0.0001037425099639222
1,8.890221215551719e-05,0.9978906512260437,3.3561309464857914e-07,8.323366273543797e-06,0.0018934602849185467,0.00011793139856308699,1.4389752500676423e-08,5.26164342318225e-07
1,0.0868382677435875,0.7403774261474609,0.07476455718278885,0.007314000744372606,0.08933752775192261,8.692998380865902e-05,9.070008673006669e-06,0.0012722518295049667
1,0.17688359320163727,0.4748312532901764,0.1646365225315094,0.07136064767837524,0.06277643889188766,0.026426272466778755,0.0006681696977466345,0.022417154163122177
0,0.6429051756858826,0.27290621399879456,0.005003578029572964,0.00014522256969939917,0.07874275743961334,5.3262527217157185e-05,0.00018256102339364588,6.119158933870494e-05
4,0.17687292397022247,0.19278742372989655,0.057367581874132156,0.13548880815505981,0.43110907077789307,0.0004545537522062659,9.284381121688057e-06,0.005910386331379414
0,0.680088996887207,0.3158639669418335,7.195747912192019e-06,0.0003242595703341067,0.0036267638206481934,2.872176446544472e-05,3.5708248447008373e-07,5.9706617321353406e-05
2,0.00575457327067852,0.006080795079469681,0.7202227115631104,0.09953610599040985,0.017024436965584755,0.015962079167366028,0.0006001429283060133,0.1348191797733307
1,3.4879062695836183e-06,0.9997109770774841,5.775044442657418e-09,2.2792958631612237e-08,0.0002654793206602335,2.0035351553815417e-05,2.7564595939111314e-08,1.6887527487519094e-10
1,0.045563142746686935,0.6717424988746643,0.22154046595096588,0.00038584211142733693,0.02441360056400299,0.019860148429870605,0.01601516269147396,0.000479167269077152
1,0.027404822409152985,0.9579278826713562,0.0005428570439107716,0.0004281494184397161,0.011414720676839352,0.0018991032848134637,0.0001397863234160468,0.00024260650388896465
1,0.05131327733397484,0.947578489780426,1.8130826617834828e-08,1.4468900189967826e-05,0.0010800048476085067,1.3300841601449065e-05,1.0355002189044171e-07,3.4385385561108706e-07
1,0.0037717712111771107,0.9812570810317993,8.9576184109319e-05,0.0005113990046083927,0.014144777320325375,0.00018016091780737042,3.406331359201431e-07,4.487545811571181e-05
3,0.17358477413654327,0.4658416509628296,0.04811006784439087,0.0506119430065155,0.2414427250623703,0.0028796722181141376,2.8535996534628794e-05,0.01750066876411438
1,0.15855227410793304,0.8275068402290344,0.00038952994509600103,7.66477023717016e-05,0.013283811509609222,7.884656224632636e-05,9.768049494596198e-05,1.4359437955135945e-05
1,0.04470318928360939,0.9501598477363586,7.852600901969709e-06,5.490681360242888e-05,0.004772725980728865,0.00029625248862430453,2.3831173621147173e-06,2.7875419164047344e-06
1,0.052680108696222305,0.9367527961730957,0.0002379488287260756,0.0002915410150308162,0.008332731202244759,0.0015268315328285098,3.0800427339272574e-05,0.0001471690775360912
1,0.02183922380208969,0.9740458130836487,6.788281552871922e-06,2.554264028731268e-05,0.003628953592851758,0.00041926675476133823,2.7460861019790173e-05,7.009832188487053e-06
2,0.0022929448168724775,0.0002471122716087848,0.6939956545829773,0.09049012511968613,0.00229801912792027,0.00032938565709628165,3.4832947903851164e-07,0.21034641563892365
4,0.08554405719041824,0.8531508445739746,0.01114980410784483,2.328668415430002e-05,0.02178318426012993,0.001014895737171173,0.027319468557834625,1.4452687537414022e-05
1,0.04426601156592369,0.905814528465271,0.015916768461465836,0.0015497412532567978,0.028538888320326805,0.00261569838039577,0.0001474834862165153,0.0011508931638672948
2,0.007910876534879208,0.027356145903468132,0.9085023403167725,0.013336358591914177,0.03352480009198189,0.0016594564076513052,0.00023527750454377383,0.007474846672266722
1,0.11619202047586441,0.8718832731246948,9.898676944430918e-05,1.9711862478288822e-05,0.011728120036423206,2.834007318597287e-05,4.695846655522473e-05,2.515720098017482e-06
0,0.3957379460334778,0.5041612386703491,0.006453081965446472,0.0008396626799367368,0.08972419798374176,0.0012314746854826808,0.00032196403481066227,0.0015304802218452096
2,0.023279257118701935,0.03786991536617279,0.5644944906234741,0.2016984075307846,0.13027553260326385,0.009805808775126934,0.0009338212548755109,0.031642764806747437
1,0.019685184583067894,0.9734461307525635,0.00017613284580875188,0.00012478760618250817,0.0033567892387509346,0.0030104045290499926,9.513333498034626e-05,0.00010545475379331037
1,0.0017748798709362745,0.9975782036781311,1.826789031156295e-07,1.436147954336775e-06,0.0005023065023124218,0.00014025213022250682,2.4707464945095126e-06,2.913673995408317e-07
0,0.23981764912605286,0.3847922384738922,0.01281121838837862,0.16782622039318085,0.1873815953731537,0.0008945590234361589,1.1156167602166533e-05,0.006465392652899027
1,0.0037800329737365246,0.9876621961593628,1.2173042705398984e-05,4.531425656750798e-05,0.00816158577799797,0.0003291613538749516,6.06165031058481e-06,3.481729663690203e-06
1,0.11808912456035614,0.8304422497749329,0.00011292429553577676,0.0007124780677258968,0.050599317997694016,1.5184043149929494e-05,1.0864888508876902e-06,2.7588965167524293e-05
1,0.04315020143985748,0.9324355721473694,0.001598001690581441,0.00044697782141156495,0.010172119364142418,0.00996456854045391,0.0016799666918814182,0.0005525106098502874
1,0.03981054946780205,0.9563452005386353,3.3573348900972633e-06,1.4123117580311373e-05,0.0038166495505720377,8.87086116563296e-06,6.25795507858129e-07,6.37335972442088e-07
1,0.14846473932266235,0.8436036109924316,4.846290266868891e-06,0.0020968385506421328,0.0023956550285220146,0.0033040321432054043,4.5404780394164845e-05,8.480869291815907e-05
1,0.0015102653997018933,0.9940944314002991,2.3683274719132896e-07,7.472534434782574e-06,0.004376624710857868,1.010295636660885e-05,2.7937124613686137e-08,8.936031576922687e-07
0,0.47454097867012024,0.4783661663532257,0.00016972568118944764,0.0017524559516459703,0.044866178184747696,3.5241500881966203e-05,5.019311629439471e-06,0.00026428859564475715
3,0.05804907903075218,0.11240696161985397,9.678542119218037e-05,0.0280009713023901,0.8007382154464722,0.00020189423230476677,4.621096394430424e-08,0.0005060041439719498
4,0.08667714893817902,0.5248115062713623,0.1929699182510376,0.004229613114148378,0.18791018426418304,0.0008628348587080836,0.0015197375323623419,0.0010190772591158748
0,0.2273949831724167,0.7333945035934448,0.00017229684453923255,4.1631112253526226e-05,0.03866590932011604,0.00025822329916991293,5.403009708970785e-05,1.8467862901161425e-05
1,0.10636737197637558,0.781278669834137,0.055603135377168655,0.0030583031475543976,0.0425734780728817,0.005977126304060221,0.0005885545397177339,0.004553339444100857
1,0.003024526173248887,0.9944362640380859,3.239573800328799e-07,8.862846698320936e-06,0.0024925668258219957,3.386891694390215e-05,2.2377797392891807e-08,3.466229145487887e-06
1,0.005255426280200481,0.9929846525192261,5.326129439708893e-07,5.615188001684146e-06,0.0016353079117834568,0.00011358216579537839,3.866504812322091e-06,9.580506912243436e-07
0,0.8817293047904968,0.02705400064587593,0.0002279540931340307,0.00875852257013321,0.07641386985778809,0.00011369429557817057,2.508409693291469e-07,0.005702369846403599
1,0.03373654559254646,0.9447524547576904,0.0001653135841479525,0.000124683283502236,0.017859337851405144,0.0026735072024166584,0.0006727355648763478,1.557377072458621e-05
0,0.09426290541887283,0.29074934124946594,0.19118395447731018,0.12376629561185837,0.06701130419969559,0.004553257953375578,4.192337200947804e-06,0.22846874594688416
1,0.09863752871751785,0.8950579762458801,0.00048494909424334764,1.6740526916692033e-05,0.005385824479162693,0.00027160291210748255,0.00013479804329108447,1.0420602848171256e-05
4,0.03238702565431595,0.5116373300552368,0.0006164073711261153,0.04047376662492752,0.3903256356716156,0.013346502557396889,1.365394268759701e-06,0.011212031356990337
0,0.12159840762615204,0.017270177602767944,0.6278992891311646,0.07944218814373016,0.03485690429806709,0.047935113310813904,0.01606369949877262,0.054934192448854446
2,0.0605095699429512,0.013448118232190609,0.6568850874900818,0.01743588037788868,0.025298645719885826,0.00035339247551746666,2.1819394078193e-06,0.22606715559959412
1,0.012493046931922436,0.9862434267997742,9.855729103946942e-07,7.956717126944568e-06,0.0010012309066951275,0.00024239419144578278,8.245130629802588e-06,2.614215645735385e-06
1,7.7401491580531e-06,0.9999209642410278,1.8024422843154753e-08,1.853058151368714e-08,3.309278326923959e-05,3.7978708860464394e-05,1.644088456487225e-07,1.5020547028399278e-09
1,0.03300983086228371,0.42394986748695374,0.1630813479423523,0.0001122802059398964,0.014597595669329166,0.009516349993646145,0.3556673526763916,6.541929906234145e-05
0,0.36932897567749023,0.4676610827445984,0.000531333964318037,0.0005653054686263204,0.16168907284736633,8.09448683867231e-05,9.43771556194406e-06,0.00013384531484916806
0,0.2215244621038437,0.6726188063621521,8.674024684296455e-06,0.0003482505271676928,0.10548477619886398,4.643357442546403e-06,1.5211863058084418e-07,1.0246917554468382e-05
2,0.4447914659976959,0.3271424174308777,0.024115953594446182,0.027483126148581505,0.1753566414117813,1.961171074071899e-05,4.145324965065811e-06,0.0010866397060453892
2,0.043576788157224655,0.006506703328341246,0.8715725541114807,0.027136635035276413,0.01277430821210146,0.007944132201373577,0.006707274820655584,0.023781608790159225
1,0.06717542558908463,0.9301633238792419,4.6379111040550924e-07,1.9840234017465264e-05,0.002599694300442934,3.890635707648471e-05,1.0446293572385912e-06,1.320714090979891e-06
0,0.36363768577575684,0.6008931994438171,0.000862659013364464,6.572493293788284e-05,0.03344080597162247,0.00045745226088911295,0.0006088388036005199,3.3659860491752625e-05
1,0.03898940235376358,0.9581505656242371,2.63064680439129e-06,2.576553015387617e-05,0.002571975812315941,0.00023016419436316937,2.731869426497724e-05,2.207621264460613e-06
2,0.013243546709418297,0.02368268556892872,0.774707019329071,0.05694710463285446,0.038644932210445404,0.02109108865261078,0.0003723415720742196,0.07131131738424301
1,0.13207347691059113,0.8269941806793213,0.000643968756776303,0.0025295738596469164,0.03738544508814812,5.198728104005568e-05,5.732199497288093e-06,0.0003156611928716302
0,0.7022048830986023,0.06441403925418854,0.000284140813164413,0.002205108990892768,0.22712329030036926,0.0003309460589662194,4.201898775590962e-07,0.0034372766967862844
1,0.2122301459312439,0.773608386516571,1.0264201591780875e-05,0.00023066512949299067,0.013826998881995678,4.4249787606531754e-05,5.9193421293457504e-06,4.33692621299997e-05
1,0.002705251332372427,0.9965389966964722,2.9798501444133763e-09,3.338639373851038e-07,0.0007455389713868499,9.806758498598356e-06,7.152874559324118e-08,1.1017011303238178e-08
4,0.025101611390709877,0.008691822178661823,0.7623937726020813,0.0643405169248581,0.02914184145629406,0.00980410072952509,0.00036498316330835223,0.1001613587141037
0,0.18784403800964355,0.7236571907997131,0.0010947240516543388,8.856139174895361e-05,0.08676551282405853,0.00038475185283459723,0.00013703215518034995,2.812461207213346e-05
1,0.012232378125190735,0.6432308554649353,0.12490466982126236,0.006185583304613829,0.03878488764166832,0.15493586659431458,0.001322432653978467,0.01840323396027088
2,0.042745206505060196,0.010708204470574856,0.6077813506126404,0.16179022192955017,0.039790742099285126,0.010124019347131252,0.00016764663450885564,0.1268925815820694
4,0.09158778190612793,0.8443010449409485,0.019211390987038612,0.003919430077075958,0.03248411789536476,0.004320558160543442,0.00020460542873479426,0.003971077036112547
2,0.11779539287090302,0.040935687720775604,0.017949720844626427,0.08272473514080048,0.7167092561721802,0.0013351318193599582,2.923332203863538e-06,0.022547127678990364
1,0.02031107433140278,0.9764736890792847,0.0003099963942077011,1.3467606549966149e-05,0.0018604866927489638,0.0005610997322946787,0.0004629841132555157,7.24172286936664e-06
1,0.4278477430343628,0.2030945122241974,0.00033412425545975566,0.003579601412639022,0.3608334958553314,0.0003920976596418768,1.3168300938559696e-07,0.0039182379841804504
1,0.06809881329536438,0.9210110306739807,0.0004554408951662481,4.255656313034706e-05,0.009782648645341396,0.00016446578956674784,0.00044034153688699007,4.668566361942794e-06
0,0.518960177898407,0.4427000880241394,0.0005827007116749883,0.0005072607891634107,0.035372648388147354,0.0003032803360838443,2.707723979256116e-06,0.0015710452571511269
2,0.20952293276786804,0.15785688161849976,0.020766276866197586,0.0010734549723565578,0.6062835454940796,0.0016780933365225792,6.617471080971882e-05,0.002752715954557061
1,7.510547584388405e-05,0.9996007084846497,7.576386451546568e-07,2.6469251679372974e-07,0.0002439968375256285,7.783783075865358e-05,1.2643848776860978e-06,3.730422548642309e-08
2,0.0012357522500678897,0.0010199006646871567,0.7259241938591003,0.137482687830925,0.008482883684337139,0.013558010570704937,0.00013471940474119037,0.11216183006763458
1,0.00150134542491287,0.9967772364616394,8.58721341501223e-06,8.723200153326616e-06,0.0015487248310819268,0.00015139492461457849,1.4309483731267392e-06,2.5558747438481078e-06
0,0.5715300440788269,0.13902948796749115,0.17192693054676056,0.012063035741448402,0.0811392068862915,0.004701851401478052,0.0012640990316867828,0.018345417454838753
0,0.9527239799499512,0.04104992374777794,0.00011116842506453395,1.4884649317536969e-06,0.006103852763772011,1.3086818171359482e-06,4.268291320386197e-07,7.79180209065089e-06
0,0.549022376537323,0.40143081545829773,0.000828848744276911,0.005226606037467718,0.04270244017243385,6.846534233773127e-05,3.7167523259995505e-05,0.0006833113147877157
1,0.11845619976520538,0.8787475824356079,2.6894402253674343e-05,1.8159418686991557e-05,0.001936677610501647,0.0007332745590247214,2.6374420485808514e-05,5.486918234964833e-05
1,0.09923616051673889,0.8092108368873596,0.00011129863560199738,0.00017638989083934575,0.09104981273412704,0.00019284526933915913,6.7701998887059744e-06,1.5850067939027213e-05
1,0.2052546739578247,0.782143771648407,8.188525498553645e-06,0.000458719179732725,0.011979330331087112,0.00012687491835094988,6.386523182300152e-06,2.2035175788914785e-05
1,0.14368435740470886,0.3214796483516693,0.20114687085151672,0.03662514314055443,0.2879163324832916,0.0030580724123865366,0.00037590510328300297,0.005713602062314749
0,0.009669912047684193,0.016687683761119843,0.43940895795822144,0.0602903738617897,0.04431207850575447,0.0099097341299057,1.0960171493934467e-05,0.41971033811569214
0,0.7410595417022705,0.14173948764801025,0.005449014250189066,0.015405195765197277,0.0866580531001091,0.0007798874285072088,4.8108016926562414e-05,0.008860730566084385
1,0.00042570324148982763,0.9936258792877197,9.414424857823178e-05,2.8802325687138364e-05,0.005772008094936609,5.0914259190903977e-05,2.761512689630763e-07,2.2464400899480097e-06
1,0.02252909354865551,0.5866625308990479,0.02060532383620739,0.0007744503091089427,0.024400170892477036,0.33800485730171204,0.002483249409124255,0.00454028369858861
1,0.06786838918924332,0.7998470067977905,0.10171390324831009,0.0005027437582612038,0.00894648116081953,0.013113204389810562,0.006862710230052471,0.0011456584325060248
0,0.0033964128233492374,0.9844093918800354,9.538118774798932e-07,3.3139145671157166e-05,0.011875630356371403,0.0002754411252681166,9.173606940748869e-08,9.047235835168976e-06
1,0.025466881692409515,0.8303355574607849,0.0967501699924469,0.002460961928591132,0.03350301459431648,0.003948850557208061,0.007033812813460827,0.0005007057916373014
1,0.06382165104150772,0.9139797687530518,2.798587956931442e-05,0.001049652579240501,0.02087424509227276,0.00012771275942213833,3.0729220270586666e-06,0.0001159317689598538
1,0.010802271775901318,0.9874975681304932,5.362709742939842e-08,3.146516291963053e-06,0.0016881173942238092,8.220058589358814e-06,1.946923049445104e-07,4.331143657054781e-07
4,0.17089714109897614,0.24407772719860077,0.10494156181812286,0.08621912449598312,0.33195242285728455,0.01663321442902088,0.00016211465117521584,0.04511672258377075
0,0.08386444300413132,0.9036781787872314,0.0032132966443896294,8.168428030330688e-05,0.008887597359716892,6.672537710983306e-05,0.00018985716451425105,1.8305974663235247e-05
1,0.06929352134466171,0.9261777997016907,2.3661637897021137e-05,0.00010871458653127775,0.003660476068034768,0.0006277907523326576,9.267608402296901e-05,1.5349420209531672e-05
1,0.06107670068740845,0.6768326163291931,0.17396079003810883,0.013882475905120373,0.05836331471800804,0.007287757936865091,0.004822868853807449,0.0037734636571258307
2,0.06725393235683441,0.7489143013954163,0.08037590235471725,0.0003158457693643868,0.009409359656274319,0.02760586142539978,0.06570424139499664,0.0004205435689073056
